variable,dataset,usable,type,encoding_method,n_unique,n_missing,n_total,sample_values,notes
WT_LBXFOR,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX1NP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX2NP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX4BP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSDOCP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXAAC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSDPCP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXANBT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXANS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXANTT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCOTT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCOXT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDMN,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXGLP1,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXGLP2,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXHCTT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXHM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXIQ,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMAAC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNDEA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNHM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNICT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNMEA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNMOR,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNNCT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNOXT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNPIP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNPYR,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOTD,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP25,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPHIP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXTRP1,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXTRP2,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUCD1,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_URXUCD2,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_URX4MDA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX4TDA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX5NDA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX6TDA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUIO1,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_URXUIO2,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_URXCYHA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXHPBT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXIPM1,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXIPM3,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPPDA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUNI,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXPBA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTINT2YR,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTINT4YR,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP01,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP02,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP03,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP04,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP05,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP06,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP07,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP08,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP09,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP10,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP11,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP12,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP13,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP14,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP15,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP16,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP17,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP18,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP19,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP20,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP21,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP22,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP23,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP24,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP25,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP26,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP27,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP28,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP29,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP30,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP31,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP32,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP33,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP34,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP35,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP36,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP37,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP38,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP39,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP40,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP41,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP42,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP43,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP44,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP45,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP46,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP47,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP48,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP49,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP50,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP51,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP52,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMEC2YR,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMEC4YR,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP01,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP02,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP03,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP04,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP05,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP06,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP07,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP08,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP09,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP10,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP11,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP12,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP13,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP14,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP15,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP16,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP17,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP18,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP19,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP20,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP21,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP22,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP23,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP24,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP25,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP26,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP27,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP28,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP29,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP30,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP31,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP32,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP33,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP34,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP35,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP36,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP37,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP38,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP39,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP40,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP41,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP42,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP43,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP44,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP45,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP46,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP47,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP48,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP49,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP50,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP51,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP52,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTPFALG1,weights,TRUE,numeric,none,2825,13889,20000,"7405.66, 6633.76, 84286.75, 109752.18, 5408.15",NA
WTPFALG2,weights,TRUE,numeric,none,1438,17860,20000,"16526.99, 4273.15, 23942.32, 13242.6, 10359.63",NA
WTPFALG6,weights,TRUE,numeric,none,4258,11749,20000,"3702.83, 3316.88, 42143.38, 54876.09, 2704.08",NA
WTPFCNS1,weights,TRUE,numeric,none,1500,17241,20000,"14050.58, 54746.06, 20480.53, 39639.76, 9681.77",NA
WTPFCNS2,weights,TRUE,numeric,none,760,18934,20000,"14226.21, 6961.2, 13237.32, 96907.97, 20575.13",NA
WTPFCNS6,weights,TRUE,numeric,none,2259,16175,20000,"7025.29, 27373.03, 10240.26, 19819.88, 4840.89",NA
WTPFEX1,weights,TRUE,numeric,none,5445,5167,20000,"3475.15, 3460.46, 2483.27, 39042.72, 56161.15",NA
WTPFEX2,weights,TRUE,numeric,none,3096,14833,20000,"16526.99, 3935.96, 4273.15, 23942.32, 6869.73",NA
WTPFEX6,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WTPFHMD1,weights,TRUE,numeric,none,2584,14952,20000,"0, 6714.71, 124207.46, 6830.64, 15439.72",NA
WTPFHMD2,weights,TRUE,numeric,none,1239,18212,20000,"9784.66, 18626.36, 197177.73, 100369.88, 8480.74",NA
WTPFHMD6,weights,TRUE,numeric,none,3819,13164,20000,"0, 3357.36, 62103.73, 3415.32, 7719.86",NA
WTPFHSD1,weights,TRUE,numeric,none,2528,15087,20000,"104808.37, 5205.81, 0, 24180.67, 19612.13",NA
WTPFHSD2,weights,TRUE,numeric,none,1282,18117,20000,"0, 13796.5, 10102.34, 84107.65, 18093.39",NA
WTPFHSD6,weights,TRUE,numeric,none,3808,13204,20000,"52404.18, 2602.91, 0, 12090.34, 9806.06",NA
WTPFHX1,weights,TRUE,numeric,none,5666,5167,20000,"3470.28, 3450.03, 2485.19, 38903.67, 55539.12",NA
WTPFHX2,weights,TRUE,numeric,none,3134,14833,20000,"16493.57, 3935.95, 4265.24, 23878.04, 6826.36",NA
WTPFHX6,weights,TRUE,numeric,none,8782,0,20000,"1735.14, 1725.01, 1242.59, 19451.83, 27769.56",NA
WTPFMD1,weights,TRUE,numeric,none,2468,14952,20000,"0, 6735.7, 124698.52, 6837.43, 15566.18",NA
WTPFMD2,weights,TRUE,numeric,none,1220,18212,20000,"9804.41, 19311.43, 197091.29, 99728.17, 8508.6",NA
WTPFMD6,weights,TRUE,numeric,none,3688,13164,20000,"0, 3367.85, 62349.26, 3418.72, 7783.09",NA
WTPFQX1,weights,TRUE,numeric,none,4919,5167,20000,"3046, 3132.29, 2505.06, 36310.31, 44440.35",NA
WTPFQX2,weights,TRUE,numeric,none,2701,14833,20000,"15911.4, 3780.68, 3977.05, 20047.49, 6537.55",NA
WTPFQX6,weights,TRUE,numeric,none,7594,0,20000,"1523, 1566.14, 1252.53, 18155.15, 22220.17",NA
WTPFSD1,weights,TRUE,numeric,none,2413,15087,20000,"105561.88, 5213.53, 0, 23952.56, 19609.03",NA
WTPFSD2,weights,TRUE,numeric,none,1271,18117,20000,"0, 13884.28, 10099.62, 90757.13, 18159.32",NA
WTPFSD6,weights,TRUE,numeric,none,3682,13204,20000,"52780.94, 2606.77, 0, 11976.28, 9804.52",NA
WTPQRP1,weights,TRUE,numeric,none,8305,0,20000,"657.12, 3950.37, 1975.42, 6212.21, 54295.3",NA
WTPQRP10,weights,TRUE,numeric,none,8230,0,20000,"464.49, 451.7, 308.17, 24733.04, 47189.65",NA
WTPQRP11,weights,TRUE,numeric,none,8347,0,20000,"396.25, 407.78, 301.48, 22311.15, 36084.07",NA
WTPQRP12,weights,TRUE,numeric,none,8311,0,20000,"491.49, 2860.34, 2530.98, 5614.26, 49940.14",NA
WTPQRP13,weights,TRUE,numeric,none,8274,0,20000,"497.56, 537.32, 435.26, 36409.6, 25345.15",NA
WTPQRP14,weights,TRUE,numeric,none,8214,0,20000,"438.99, 2500.9, 1765.4, 4760.97, 30524.19",NA
WTPQRP15,weights,TRUE,numeric,none,8337,0,20000,"3645.95, 3560.27, 2314.58, 5450.79, 5196.57",NA
WTPQRP16,weights,TRUE,numeric,none,8261,0,20000,"2421.15, 423.3, 367.57, 34382.71, 6506.68",NA
WTPQRP17,weights,TRUE,numeric,none,8242,0,20000,"527.46, 535.68, 509.35, 52609.14, 5862.37",NA
WTPQRP18,weights,TRUE,numeric,none,8288,0,20000,"457.1, 2656.59, 2102.66, 5868.14, 14021.5",NA
WTPQRP19,weights,TRUE,numeric,none,8300,0,20000,"1860.74, 346.75, 309.6, 30423.27, 8421.77",NA
WTPQRP2,weights,TRUE,numeric,none,8186,0,20000,"405.01, 435.83, 454.82, 40599.86, 49454.31",NA
WTPQRP20,weights,TRUE,numeric,none,8190,0,20000,"2448.88, 2364.63, 1783.77, 4677.05, 15126.86",NA
WTPQRP21,weights,TRUE,numeric,none,8270,0,20000,"1745.34, 1752.85, 1683.68, 4028.89, 32353.22",NA
WTPQRP22,weights,TRUE,numeric,none,8288,0,20000,"2713.97, 486.92, 430.57, 41785.4, 34221.56",NA
WTPQRP23,weights,TRUE,numeric,none,8268,0,20000,"757.7, 779.26, 507.09, 46445.13, 7040.3",NA
WTPQRP24,weights,TRUE,numeric,none,8240,0,20000,"393.11, 2270.11, 1521.32, 4143.97, 7447.33",NA
WTPQRP25,weights,TRUE,numeric,none,8354,0,20000,"4022.37, 3996.51, 2661.97, 8206.37, 26900.39",NA
WTPQRP26,weights,TRUE,numeric,none,8200,0,20000,"2241.71, 398.74, 288.89, 23942.67, 45576.97",NA
WTPQRP27,weights,TRUE,numeric,none,8222,0,20000,"532.34, 556.84, 370.27, 30359, 6861.96",NA
WTPQRP28,weights,TRUE,numeric,none,8223,0,20000,"343.97, 2090.47, 1952.17, 5662.5, 7394.33",NA
WTPQRP29,weights,TRUE,numeric,none,8186,0,20000,"2633.95, 481.79, 388.73, 32530.67, 23446.18",NA
WTPQRP3,weights,TRUE,numeric,none,8318,0,20000,"3170.09, 549.75, 578.03, 50646.7, 43831.18",NA
WTPQRP30,weights,TRUE,numeric,none,8237,0,20000,"2774.19, 2807.97, 2679.22, 6991.98, 31482.66",NA
WTPQRP31,weights,TRUE,numeric,none,8170,0,20000,"3711.77, 3690.84, 3185.53, 8409.35, 5769.12",NA
WTPQRP32,weights,TRUE,numeric,none,8165,0,20000,"2011.59, 373.74, 309.26, 25536.69, 13470.83",NA
WTPQRP33,weights,TRUE,numeric,none,8317,0,20000,"3035.29, 565.73, 584.1, 34784.69, 7081.76",NA
WTPQRP34,weights,TRUE,numeric,none,8336,0,20000,"2585.64, 2753.83, 2842.8, 6836.08, 7156.15",NA
WTPQRP35,weights,TRUE,numeric,none,8336,0,20000,"3448.05, 606.45, 574.64, 34811.28, 26643.24",NA
WTPQRP36,weights,TRUE,numeric,none,8328,0,20000,"2252.68, 2340.01, 2129.5, 5956.21, 49808.29",NA
WTPQRP37,weights,TRUE,numeric,none,8146,0,20000,"2612.97, 2540.75, 1993.03, 5276.53, 7397.14",NA
WTPQRP38,weights,TRUE,numeric,none,8232,0,20000,"3512.48, 638.79, 667.88, 43558.05, 6692.65",NA
WTPQRP39,weights,TRUE,numeric,none,8163,0,20000,"312.53, 1844.3, 1883.34, 4358.3, 23507.78",NA
WTPQRP4,weights,TRUE,numeric,none,8368,0,20000,"2443.96, 2389.51, 2038.27, 5338.72, 37010.31",NA
WTPQRP40,weights,TRUE,numeric,none,8245,0,20000,"587.84, 625.01, 550.25, 47348.79, 33080.88",NA
WTPQRP41,weights,TRUE,numeric,none,8264,0,20000,"314.96, 341.77, 278.7, 24515.9, 6096.1",NA
WTPQRP42,weights,TRUE,numeric,none,8268,0,20000,"660.74, 3853.86, 2645.66, 8547.67, 13739.52",NA
WTPQRP43,weights,TRUE,numeric,none,8180,0,20000,"474.98, 462.64, 473.13, 39198.04, 25236.63",NA
WTPQRP44,weights,TRUE,numeric,none,8302,0,20000,"335.3, 335.53, 330.7, 27907.47, 30727.71",NA
WTPQRP45,weights,TRUE,numeric,none,8341,0,20000,"359.75, 2085.99, 1864, 4914.2, 4995.34",NA
WTPQRP46,weights,TRUE,numeric,none,8235,0,20000,"2460.15, 451.12, 285.07, 26566.5, 7173.58",NA
WTPQRP47,weights,TRUE,numeric,none,8235,0,20000,"414.69, 2520.56, 1434.55, 4012.31, 6013.84",NA
WTPQRP48,weights,TRUE,numeric,none,8302,0,20000,"394.98, 418.99, 386.32, 35186.02, 14503.52",NA
WTPQRP49,weights,TRUE,numeric,none,8251,0,20000,"419, 2486.19, 3442.5, 5623.75, 8582.07",NA
WTPQRP5,weights,TRUE,numeric,none,8256,0,20000,"1846.37, 328.03, 253.62, 22191.83, 31228.97",NA
WTPQRP50,weights,TRUE,numeric,none,8217,0,20000,"597.58, 603.64, 514.96, 43510.87, 13607.39",NA
WTPQRP51,weights,TRUE,numeric,none,8169,0,20000,"510.15, 3062.55, 2353.38, 6638.03, 31529.74",NA
WTPQRP52,weights,TRUE,numeric,none,8233,0,20000,"396.47, 432.24, 311.66, 26828.67, 33523.43",NA
WTPQRP6,weights,TRUE,numeric,none,8243,0,20000,"3327.69, 3335.68, 3172.41, 7158.22, 38563.02",NA
WTPQRP7,weights,TRUE,numeric,none,8225,0,20000,"2979.4, 3166.54, 2929.32, 7336.61, 40108.5",NA
WTPQRP8,weights,TRUE,numeric,none,8161,0,20000,"2103.81, 366.23, 261.84, 27934.61, 15460.14",NA
WTPQRP9,weights,TRUE,numeric,none,8390,0,20000,"460.31, 2696.74, 2836.62, 7046.18, 38591.51",NA
WTPXRP1,weights,TRUE,numeric,none,9232,0,20000,"746.72, 4304.39, 1990.21, 6534.73, 67966.07",NA
WTPXRP10,weights,TRUE,numeric,none,9131,0,20000,"518.63, 492.89, 302.83, 26202.47, 58808.63",NA
WTPXRP11,weights,TRUE,numeric,none,9229,0,20000,"444.55, 442.27, 296.89, 23589.31, 46636.04",NA
WTPXRP12,weights,TRUE,numeric,none,9197,0,20000,"567.98, 3191.74, 2572.69, 6125.22, 61292.48",NA
WTPXRP13,weights,TRUE,numeric,none,9183,0,20000,"561.39, 595.96, 440.97, 40146.64, 31923.14",NA
WTPXRP14,weights,TRUE,numeric,none,9122,0,20000,"504.96, 2739.79, 1721.07, 5082.93, 37771.31",NA
WTPXRP15,weights,TRUE,numeric,none,9243,0,20000,"4176.97, 4047.48, 2339.77, 5855.66, 6815.53",NA
WTPXRP16,weights,TRUE,numeric,none,9172,0,20000,"2720.26, 463.99, 357.45, 35796.73, 8575.37",NA
WTPXRP17,weights,TRUE,numeric,none,9166,0,20000,"601.26, 581.79, 515.71, 58395.8, 7678.68",NA
WTPXRP18,weights,TRUE,numeric,none,9153,0,20000,"519.64, 2950.54, 2080.89, 6263.18, 18530.63",NA
WTPXRP19,weights,TRUE,numeric,none,9222,0,20000,"2133.26, 387.25, 306.13, 31933.62, 11200.22",NA
WTPXRP2,weights,TRUE,numeric,none,9089,0,20000,"465.58, 489.1, 459.62, 43234.66, 60874.74",NA
WTPXRP20,weights,TRUE,numeric,none,9049,0,20000,"2764.82, 2577.31, 1747.49, 4972.43, 19470.75",NA
WTPXRP21,weights,TRUE,numeric,none,9152,0,20000,"1958.58, 1895.26, 1704.85, 4344.84, 40613.86",NA
WTPXRP22,weights,TRUE,numeric,none,9187,0,20000,"3096.74, 536, 424.52, 44984.31, 41033.05",NA
WTPXRP23,weights,TRUE,numeric,none,9176,0,20000,"859.43, 859.81, 518.89, 49818.55, 8886.65",NA
WTPXRP24,weights,TRUE,numeric,none,9123,0,20000,"451.36, 2556.77, 1501.32, 4403.24, 9136.02",NA
WTPXRP25,weights,TRUE,numeric,none,9230,0,20000,"4561.53, 4463.45, 2665.49, 8838.57, 33953.36",NA
WTPXRP26,weights,TRUE,numeric,none,9108,0,20000,"2542.92, 444.08, 284.29, 25650.48, 58048.8",NA
WTPXRP27,weights,TRUE,numeric,none,9118,0,20000,"597.98, 609.51, 373.91, 31684.64, 8756.74",NA
WTPXRP28,weights,TRUE,numeric,none,9125,0,20000,"381.88, 2262.93, 1959.95, 6063.95, 9117.28",NA
WTPXRP29,weights,TRUE,numeric,none,9075,0,20000,"3053.77, 542.72, 389.52, 34659.82, 29372.28",NA
WTPXRP3,weights,TRUE,numeric,none,9225,0,20000,"3688.58, 619.26, 602.72, 55716.65, 55278.22",NA
WTPXRP30,weights,TRUE,numeric,none,9144,0,20000,"3186.99, 3148.84, 2741.93, 7574.64, 39393.33",NA
WTPXRP31,weights,TRUE,numeric,none,9066,0,20000,"4213.14, 4161.12, 3184.16, 9327.9, 7209.55",NA
WTPXRP32,weights,TRUE,numeric,none,9030,0,20000,"2254.1, 401.39, 303.07, 27453.18, 18343.19",NA
WTPXRP33,weights,TRUE,numeric,none,9219,0,20000,"3374.23, 616.39, 580.77, 37671.61, 8981.32",NA
WTPXRP34,weights,TRUE,numeric,none,9223,0,20000,"2980.53, 3039.59, 2826.87, 7442.4, 9168.37",NA
WTPXRP35,weights,TRUE,numeric,none,9237,0,20000,"3815.43, 648.48, 576.63, 37500.94, 34658.32",NA
WTPXRP36,weights,TRUE,numeric,none,9222,0,20000,"2521.04, 2573.37, 2079.67, 6495.84, 62312.44",NA
WTPXRP37,weights,TRUE,numeric,none,9056,0,20000,"2982.81, 2791.14, 1994.75, 5715.07, 9312.65",NA
WTPXRP38,weights,TRUE,numeric,none,9117,0,20000,"3916.81, 705.05, 660.33, 47587.05, 8474.95",NA
WTPXRP39,weights,TRUE,numeric,none,9045,0,20000,"361.54, 2066.47, 1866.34, 4644.54, 28728.77",NA
WTPXRP4,weights,TRUE,numeric,none,9257,0,20000,"2743.01, 2615.44, 2035.15, 5715.06, 44117.2",NA
WTPXRP40,weights,TRUE,numeric,none,9135,0,20000,"670.94, 688.54, 567.05, 51989.83, 40972.31",NA
WTPXRP41,weights,TRUE,numeric,none,9168,0,20000,"361.47, 376.53, 286.54, 26148.08, 7991.18",NA
WTPXRP42,weights,TRUE,numeric,none,9150,0,20000,"775.1, 4424.42, 2652.02, 9407.67, 18225.01",NA
WTPXRP43,weights,TRUE,numeric,none,9050,0,20000,"550.85, 513.85, 487.4, 43634.14, 31588.82",NA
WTPXRP44,weights,TRUE,numeric,none,9187,0,20000,"379.82, 370.98, 331.57, 29834.7, 39368.7",NA
WTPXRP45,weights,TRUE,numeric,none,9236,0,20000,"409.23, 2282.99, 1794.81, 5201.93, 6422.58",NA
WTPXRP46,weights,TRUE,numeric,none,9134,0,20000,"2778.91, 490.15, 281.34, 27957.71, 9324.84",NA
